nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
PARAGUAI;2025-02-14;564.794;81.3792;533.077;76.8092
PARAIBA DO SUL;2025-02-14;958.285;56.8513;956.135;56.7238
PARANA;2025-02-14;25044.347;104.4049;24008.224;100.0855
PARANAIBA;2025-02-14;6958.754;75.0027;6924.673;74.6354
PARANAPANEMA;2025-02-14;2300.156;92.6726;2199.057;88.5993
PARNAIBA;2025-02-14;151.409;56.6756;151.409;56.6756
SANTA MARIA VIT;2025-02-14;9.277;27.4377;9.277;27.4377
SAO FRANCISCO;2025-02-14;11999.639;84.425;11958.008;84.1321
TIETE;2025-02-14;1455.759;74.1629;1365.565;69.568
TOCANTINS;2025-02-14;15940.502;88.8452;8325.868;46.4046
URUGUAI;2025-02-14;1705.235;57.6281;1647.864;55.6893
AMAZONAS;2025-02-15;26693.556;111.189;23926.452;99.663
ARAGUARI;2025-02-15;695.401;143.471;501.361;103.4378
CAPIVARI;2025-02-15;185.606;108.1851;185.606;108.1851
DOCE;2025-02-15;516.425;37.8637;515.623;37.8049
GRANDE;2025-02-15;6371.924;71.6852;6293.288;70.8005
IGUACU;2025-02-15;3667.469;90.9742;3667.469;90.9742
ITABAPOANA;2025-02-15;31.085;39.1281;31.085;39.1281
ITAJAI;2025-02-15;181.138;78.3818;177.61;76.8551
JACUI;2025-02-15;295.477;54.4341;234.772;43.2508
JEQUITINHONHA;2025-02-15;174.091;23.4022;174.091;23.4022
MUCURI;2025-02-15;9.453;17.8221;3.609;6.8042
PARAGUACU;2025-02-15;4.277;3.0474;4.277;3.0474
PARAGUAI;2025-02-15;615.993;88.7562;585.045;84.2971
PARAIBA DO SUL;2025-02-15;1011.806;60.0265;1011.806;60.0265
PARANA;2025-02-15;24165.592;100.7415;23432.049;97.6835
PARANAIBA;2025-02-15;6748.674;72.7384;6718.725;72.4156
PARANAPANEMA;2025-02-15;2071.026;83.441;2017.827;81.2976
PARNAIBA;2025-02-15;152.105;56.9361;152.105;56.9361
SANTA MARIA VIT;2025-02-15;8.136;24.063;8.136;24.063
SAO FRANCISCO;2025-02-15;11417.564;80.3297;11008.714;77.4532
TIETE;2025-02-15;1382.091;70.4099;1327.957;67.6521
TOCANTINS;2025-02-15;15984.012;89.0877;8316.802;46.3541
URUGUAI;2025-02-15;1753.921;59.2735;1667.791;56.3627
AMAZONAS;2025-02-16;26799.907;111.632;21237.608;88.4629
ARAGUARI;2025-02-16;659.491;136.0623;468.682;96.6957
CAPIVARI;2025-02-16;143.224;83.4817;143.224;83.4817
DOCE;2025-02-16;504.9;37.0187;504.098;36.9599
GRANDE;2025-02-16;5958.013;67.0286;5882.003;66.1735
IGUACU;2025-02-16;3662.237;90.8444;3614.111;89.6506
ITABAPOANA;2025-02-16;30.882;38.8726;30.882;38.8726
ITAJAI;2025-02-16;288.413;124.8017;182.567;79.0001
JACUI;2025-02-16;401.589;73.9826;311.213;57.3331
JEQUITINHONHA;2025-02-16;166.36;22.363;163.5;21.9785
MUCURI;2025-02-16;8.671;16.3477;2.378;4.4833
PARAGUACU;2025-02-16;3.765;2.6826;3.765;2.6826
PARAGUAI;2025-02-16;613.238;88.3593;579.985;83.568
PARAIBA DO SUL;2025-02-16;1008.015;59.8016;1008.015;59.8016
PARANA;2025-02-16;23041.959;96.0573;22505.156;93.8195
PARANAIBA;2025-02-16;6479.006;69.8319;6477.206;69.8125
PARANAPANEMA;2025-02-16;1909.754;76.9434;1865.608;75.1648
PARNAIBA;2025-02-16;146.445;54.8174;146.445;54.8174
SANTA MARIA VIT;2025-02-16;7.544;22.3121;7.544;22.3121
SAO FRANCISCO;2025-02-16;10948.876;77.0322;10948.876;77.0322
TIETE;2025-02-16;1370.223;69.8053;1336.585;68.0917
TOCANTINS;2025-02-16;16074.284;89.5908;7944.003;44.2763
URUGUAI;2025-02-16;2018.067;68.2002;1923.023;64.9882
AMAZONAS;2025-02-17;26987.612;112.4139;24841.011;103.4724
ARAGUARI;2025-02-17;724.664;149.5084;519.214;107.1212
CAPIVARI;2025-02-17;132.485;77.2222;132.485;77.2222
DOCE;2025-02-17;499.12;36.5949;498.318;36.5361
GRANDE;2025-02-17;5624.376;63.2752;5563.053;62.5853
IGUACU;2025-02-17;3697.055;91.7081;3697.055;91.7081
ITABAPOANA;2025-02-17;30.07;37.8505;30.07;37.8505
ITAJAI;2025-02-17;347.757;150.4809;181.932;78.7253
JACUI;2025-02-17;515.666;94.9984;417.187;76.8561
JEQUITINHONHA;2025-02-17;157.131;21.1224;144.261;19.3923
MUCURI;2025-02-17;8.428;15.8896;2.585;4.8736
PARAGUACU;2025-02-17;3.471;2.4731;3.471;2.4731
PARAGUAI;2025-02-17;632.143;91.0832;599.657;86.4024
PARAIBA DO SUL;2025-02-17;980.89;58.1924;980.89;58.1924
PARANA;2025-02-17;21748.335;90.6645;20783.132;86.6407
PARANAIBA;2025-02-17;6164.902;66.4464;6164.902;66.4464
PARANAPANEMA;2025-02-17;1832.386;73.8263;1788.113;72.0425
PARNAIBA;2025-02-17;151.436;56.6857;151.436;56.6857
SANTA MARIA VIT;2025-02-17;7.375;21.8123;7.375;21.8123
SAO FRANCISCO;2025-02-17;10715.593;75.3909;10715.593;75.3909
TIETE;2025-02-17;1321.594;67.328;1292.645;65.8532
TOCANTINS;2025-02-17;16323.49;90.9798;8075.827;45.011
URUGUAI;2025-02-17;2592.212;87.6034;2523.007;85.2646
AMAZONAS;2025-02-18;27380.543;114.0506;25075.576;104.4495
ARAGUARI;2025-02-18;848.298;175.0158;497.455;102.632
CAPIVARI;2025-02-18;166.289;96.9257;159.935;93.2221
DOCE;2025-02-18;484.014;35.4874;482.752;35.3948
GRANDE;2025-02-18;5349.825;60.1864;5287.405;59.4842
IGUACU;2025-02-18;4017.912;99.6672;4017.912;99.6672
ITABAPOANA;2025-02-18;29.327;36.9153;29.327;36.9153
ITAJAI;2025-02-18;390.166;168.8321;83.213;36.0078
JACUI;2025-02-18;571.576;105.2984;463.104;85.3152
JEQUITINHONHA;2025-02-18;147.728;19.8584;140.578;18.8972
MUCURI;2025-02-18;8.024;15.1279;3.529;6.6533
PARAGUACU;2025-02-18;3.499;2.4931;3.499;2.4931
PARAGUAI;2025-02-18;577.302;83.1814;545.585;78.6114
PARAIBA DO SUL;2025-02-18;991.604;58.828;974.879;57.8358
PARANA;2025-02-18;20380.237;84.9611;19721.754;82.2161
PARANAIBA;2025-02-18;5853.857;63.0939;5846.189;63.0113
PARANAPANEMA;2025-02-18;1777.55;71.617;1742.735;70.2143
PARNAIBA;2025-02-18;172.554;64.5906;172.554;64.5906
SANTA MARIA VIT;2025-02-18;7.586;22.4364;7.586;22.4364
SAO FRANCISCO;2025-02-18;10695.814;75.2518;10695.814;75.2518
TIETE;2025-02-18;1326.26;67.5657;1296.017;66.0249
TOCANTINS;2025-02-18;16379.319;91.291;8679.769;48.3771
URUGUAI;2025-02-18;3251.401;109.8805;3186.195;107.6769
AMAZONAS;2025-02-19;27684.468;115.3166;25260.108;105.2182
ARAGUARI;2025-02-19;936.168;193.1446;443.898;91.5824
CAPIVARI;2025-02-19;180.523;105.2223;180.523;105.2223
DOCE;2025-02-19;471.923;34.6009;471.121;34.5421
GRANDE;2025-02-19;5047.324;56.7832;5008.401;56.3453
IGUACU;2025-02-19;4697.554;116.5262;4697.554;116.5262
ITABAPOANA;2025-02-19;28.431;35.7874;28.431;35.7874
ITAJAI;2025-02-19;328.246;142.0381;181.826;78.6795
JACUI;2025-02-19;484.312;89.2222;415.707;76.5835
JEQUITINHONHA;2025-02-19;138.86;18.6663;133.855;17.9935
MUCURI;2025-02-19;6.365;12.0002;2.319;4.3721
PARAGUACU;2025-02-19;3.841;2.7368;3.841;2.7368
PARAGUAI;2025-02-19;542.324;78.1415;500.047;72.05
PARAIBA DO SUL;2025-02-19;924.361;54.8388;900.071;53.3977
PARANA;2025-02-19;19218.592;80.1185;18728.05;78.0735
PARANAIBA;2025-02-19;5547.417;59.7911;5544.167;59.756
PARANAPANEMA;2025-02-19;1709.093;68.8588;1667.673;67.19
PARNAIBA;2025-02-19;183.936;68.8511;183.936;68.8511
SANTA MARIA VIT;2025-02-19;7.227;21.3746;7.227;21.3746
SAO FRANCISCO;2025-02-19;10778.562;75.834;10778.562;75.834
TIETE;2025-02-19;1305.053;66.4853;1266.691;64.5309
TOCANTINS;2025-02-19;16352.901;91.1437;8703.74;48.5107
URUGUAI;2025-02-19;3532.648;119.3852;3460.364;116.9424
AMAZONAS;2025-02-20;28028.748;116.7506;25403.021;105.8134
ARAGUARI;2025-02-20;978.849;201.9503;505.255;104.2412
CAPIVARI;2025-02-20;172.644;100.6299;172.644;100.6299
DOCE;2025-02-20;466.157;34.1781;465.355;34.1193
GRANDE;2025-02-20;4741.779;53.3458;4707.27;52.9576
IGUACU;2025-02-20;4940.189;122.5449;4940.189;122.5449
ITABAPOANA;2025-02-20;27.603;34.7452;27.603;34.7452
ITAJAI;2025-02-20;251.702;108.9161;200.543;86.7787
JACUI;2025-02-20;380.418;70.0824;328.547;60.5264
JEQUITINHONHA;2025-02-20;131.111;17.6246;111.091;14.9334
MUCURI;2025-02-20;5.619;10.5937;2.472;4.6605
PARAGUACU;2025-02-20;4.182;2.9797;4.182;2.9797
PARAGUAI;2025-02-20;548.54;79.0372;510.248;73.5198
PARAIBA DO SUL;2025-02-20;882.489;52.3547;865.529;51.3485
PARANA;2025-02-20;18468.044;76.9896;18414.52;76.7665
PARANAIBA;2025-02-20;5292.135;57.0396;5287.024;56.9845
PARANAPANEMA;2025-02-20;1625.096;65.4746;1578.084;63.5805
PARNAIBA;2025-02-20;178.287;66.7366;178.287;66.7366
SANTA MARIA VIT;2025-02-20;7.396;21.8744;7.396;21.8744
SAO FRANCISCO;2025-02-20;10897.551;76.6711;10897.551;76.6711
TIETE;2025-02-20;1217.389;62.0193;1172.101;59.7121
TOCANTINS;2025-02-20;16013.542;89.2523;8728.118;48.6466
URUGUAI;2025-02-20;3374.36;114.0359;3310.192;111.8674
AMAZONAS;2025-02-21;28364.039;118.1472;25352.599;105.6034
ARAGUARI;2025-02-21;968.179;199.749;500.866;103.3357
CAPIVARI;2025-02-21;139.221;81.1484;139.221;81.1484
DOCE;2025-02-21;458.494;33.6163;457.692;33.5575
GRANDE;2025-02-21;4456.207;50.1331;4440.453;49.9558
IGUACU;2025-02-21;4707.887;116.7825;4576.381;113.5204
ITABAPOANA;2025-02-21;27.112;34.1271;27.112;34.1271
ITAJAI;2025-02-21;209.487;90.6489;193.61;83.7786
JACUI;2025-02-21;283.929;52.3067;236.315;43.535
JEQUITINHONHA;2025-02-21;130.255;17.5096;111.665;15.0106
MUCURI;2025-02-21;5.381;10.145;0.0;0.0
PARAGUACU;2025-02-21;4.21;2.9997;4.21;2.9997
PARAGUAI;2025-02-21;553.422;79.7406;520.025;74.9286
PARAIBA DO SUL;2025-02-21;920.554;54.6129;919.121;54.5279
PARANA;2025-02-21;17724.85;73.8914;17723.007;73.8837
PARANAIBA;2025-02-21;5046.46;54.3917;5045.293;54.3791
PARANAPANEMA;2025-02-21;1572.467;63.3542;1546.07;62.2907
PARNAIBA;2025-02-21;172.221;64.4659;172.221;64.4659
SANTA MARIA VIT;2025-02-21;7.629;22.5635;7.629;22.5635
SAO FRANCISCO;2025-02-21;10929.484;76.8958;10929.484;76.8958
TIETE;2025-02-21;1214.802;61.8875;1159.746;59.0827
TOCANTINS;2025-02-21;15741.995;87.7388;7788.995;43.4124
URUGUAI;2025-02-21;3040.839;102.7646;2965.522;100.2193
AMAZONAS;2025-02-22;28557.432;118.9528;23773.52;99.0259
ARAGUARI;2025-02-22;910.331;187.8141;467.871;96.5284
CAPIVARI;2025-02-22;126.194;73.5553;126.194;73.5553
DOCE;2025-02-22;460.667;33.7756;459.865;33.7168
GRANDE;2025-02-22;4219.788;47.4733;4213.787;47.4058
IGUACU;2025-02-22;4375.523;108.538;4375.523;108.538
ITABAPOANA;2025-02-22;26.943;33.9144;26.943;33.9144
ITAJAI;2025-02-22;178.527;77.2519;176.763;76.4886
JACUI;2025-02-22;242.229;44.6245;192.085;35.3868
JEQUITINHONHA;2025-02-22;126.951;17.0654;120.516;16.2004
MUCURI;2025-02-22;5.358;10.1016;0.0;0.0
PARAGUACU;2025-02-22;4.239;3.0203;4.239;3.0203
PARAGUAI;2025-02-22;536.49;77.3009;501.101;72.2019
PARAIBA DO SUL;2025-02-22;938.565;55.6814;937.132;55.5964
PARANA;2025-02-22;16870.086;70.328;16868.244;70.3203
PARANAIBA;2025-02-22;4860.886;52.3915;4857.399;52.3539
PARANAPANEMA;2025-02-22;1515.177;61.046;1494.475;60.2119
PARNAIBA;2025-02-22;167.249;62.6048;167.249;62.6048
SANTA MARIA VIT;2025-02-22;8.241;24.3736;8.241;24.3736
SAO FRANCISCO;2025-02-22;10777.834;75.8288;10777.834;75.8288
TIETE;2025-02-22;1134.393;57.7911;1105.444;56.3163
TOCANTINS;2025-02-22;15567.131;86.7642;7830.325;43.6427
URUGUAI;2025-02-22;2714.867;91.7485;2632.045;88.9495
AMAZONAS;2025-02-23;28711.79;119.5957;23593.219;98.2749
ARAGUARI;2025-02-23;872.591;180.0278;446.935;92.209
CAPIVARI;2025-02-23;124.669;72.6664;124.669;72.6664
DOCE;2025-02-23;456.508;33.4707;455.706;33.4119
GRANDE;2025-02-23;3986.486;44.8486;3986.486;44.8486
IGUACU;2025-02-23;4125.018;102.324;4078.558;101.1715
ITABAPOANA;2025-02-23;27.991;35.2336;27.991;35.2336
ITAJAI;2025-02-23;153.882;66.5876;153.882;66.5876
JACUI;2025-02-23;203.975;37.5772;154.417;28.4474
JEQUITINHONHA;2025-02-23;123.637;16.6199;103.617;13.9287
MUCURI;2025-02-23;5.376;10.1356;0.881;1.661
PARAGUACU;2025-02-23;4.59;3.2704;4.59;3.2704
PARAGUAI;2025-02-23;524.313;75.5464;490.367;70.6552
PARAIBA DO SUL;2025-02-23;927.514;55.0258;926.081;54.9408
PARANA;2025-02-23;16097.127;67.1057;16095.284;67.098
PARANAIBA;2025-02-23;4713.426;50.8022;4707.968;50.7433
PARANAPANEMA;2025-02-23;1488.333;59.9645;1466.682;59.0922
PARNAIBA;2025-02-23;169.981;63.6275;169.981;63.6275
SANTA MARIA VIT;2025-02-23;8.199;24.2494;8.199;24.2494
SAO FRANCISCO;2025-02-23;10566.457;74.3417;10566.457;74.3417
TIETE;2025-02-23;1078.152;54.9259;1051.69;53.5778
TOCANTINS;2025-02-23;15562.636;86.7391;7925.77;44.1747
URUGUAI;2025-02-23;2378.995;80.3977;2293.924;77.5228
AMAZONAS;2025-02-24;28736.53;119.6988;25143.935;104.7342
ARAGUARI;2025-02-24;846.584;174.6622;451.68;93.1879
CAPIVARI;2025-02-24;126.83;73.926;126.83;73.926
DOCE;2025-02-24;457.1;33.5141;456.298;33.4553
GRANDE;2025-02-24;3818.471;42.9584;3818.471;42.9584
IGUACU;2025-02-24;3932.444;97.5471;3932.444;97.5471
ITABAPOANA;2025-02-24;29.242;36.8083;29.242;36.8083
ITAJAI;2025-02-24;133.031;57.565;133.031;57.565
JACUI;2025-02-24;189.538;34.9176;149.653;27.5698
JEQUITINHONHA;2025-02-24;122.212;16.4284;107.197;14.41
MUCURI;2025-02-24;5.479;10.3297;2.333;4.3985
PARAGUACU;2025-02-24;5.254;3.7435;5.254;3.7435
PARAGUAI;2025-02-24;543.377;78.2933;508.662;73.2913
PARAIBA DO SUL;2025-02-24;915.809;54.3314;914.376;54.2464
PARANA;2025-02-24;15395.709;64.1816;15393.866;64.174
PARANAIBA;2025-02-24;4659.954;50.2258;4654.843;50.1707
PARANAPANEMA;2025-02-24;1476.017;59.4683;1443.687;58.1657
PARNAIBA;2025-02-24;185.685;69.5058;185.685;69.5058
SANTA MARIA VIT;2025-02-24;8.432;24.9385;8.432;24.9385
SAO FRANCISCO;2025-02-24;10182.174;71.638;10182.174;71.638
TIETE;2025-02-24;1029.589;52.4519;1000.64;50.9771
TOCANTINS;2025-02-24;15841.173;88.2916;8213.598;45.7789
URUGUAI;2025-02-24;2138.345;72.265;2059.381;69.5964
AMAZONAS;2025-02-25;28748.338;119.748;24839.798;103.4674
ARAGUARI;2025-02-25;879.759;181.5067;464.081;95.7464
CAPIVARI;2025-02-25;132.993;77.5183;132.993;77.5183
DOCE;2025-02-25;481.285;35.2873;480.483;35.2285
GRANDE;2025-02-25;3686.876;41.478;3686.876;41.478
IGUACU;2025-02-25;3731.791;92.5697;3725.976;92.4255
ITABAPOANA;2025-02-25;33.941;42.7231;33.941;42.7231
ITAJAI;2025-02-25;118.759;51.3892;118.759;51.3892
JACUI;2025-02-25;199.816;36.811;154.047;28.3793
JEQUITINHONHA;2025-02-25;121.303;16.3062;108.433;14.5761
MUCURI;2025-02-25;5.529;10.424;1.933;3.6444
PARAGUACU;2025-02-25;5.917;4.2159;5.917;4.2159
PARAGUAI;2025-02-25;618.006;89.0463;580.216;83.6013
PARAIBA DO SUL;2025-02-25;884.094;52.4499;882.661;52.3649
PARANA;2025-02-25;14796.879;61.6852;14795.036;61.6776
PARANAIBA;2025-02-25;4710.849;50.7744;4682.715;50.4712
PARANAPANEMA;2025-02-25;1462.615;58.9283;1430.879;57.6497
PARNAIBA;2025-02-25;200.079;74.8938;200.079;74.8938
SANTA MARIA VIT;2025-02-25;8.918;26.3759;8.918;26.3759
SAO FRANCISCO;2025-02-25;9583.855;67.4284;9583.855;67.4284
TIETE;2025-02-25;981.206;49.9871;952.257;48.5123
TOCANTINS;2025-02-25;16539.554;92.184;8772.122;48.8919
URUGUAI;2025-02-25;1839.157;62.154;1792.777;60.5866
AMAZONAS;2025-02-26;28750.307;119.7562;24657.225;102.7069
ARAGUARI;2025-02-26;917.029;189.196;479.515;98.9307
CAPIVARI;2025-02-26;130.07;75.8145;130.07;75.8145
DOCE;2025-02-26;480.261;35.2122;479.459;35.1534
GRANDE;2025-02-26;3582.278;40.3012;3582.278;40.3012
IGUACU;2025-02-26;3482.531;86.3867;3477.547;86.263
ITABAPOANA;2025-02-26;33.519;42.1919;33.519;42.1919
ITAJAI;2025-02-26;107.681;46.5956;107.681;46.5956
JACUI;2025-02-26;235.886;43.456;171.838;31.6568
JEQUITINHONHA;2025-02-26;121.994;16.3991;111.984;15.0535
MUCURI;2025-02-26;5.264;9.9244;1.668;3.1447
PARAGUACU;2025-02-26;6.904;4.9192;6.904;4.9192
PARAGUAI;2025-02-26;643.661;92.7428;605.103;87.1871
PARAIBA DO SUL;2025-02-26;832.292;49.3767;829.705;49.2232
PARANA;2025-02-26;14302.279;59.6233;14300.436;59.6157
PARANAIBA;2025-02-26;4706.801;50.7308;4659.932;50.2256
PARANAPANEMA;2025-02-26;1406.341;56.6611;1369.979;55.196
PARNAIBA;2025-02-26;197.604;73.9673;197.604;73.9673
SANTA MARIA VIT;2025-02-26;9.615;28.4373;9.615;28.4373
SAO FRANCISCO;2025-02-26;9066.823;63.7908;9066.823;63.7908
TIETE;2025-02-26;940.622;47.9195;902.793;45.9923
TOCANTINS;2025-02-26;17210.328;95.9226;8942.094;49.8392
URUGUAI;2025-02-26;1608.544;54.3605;1560.632;52.7413
AMAZONAS;2025-02-27;28795.205;119.9432;24785.972;103.2432
ARAGUARI;2025-02-27;925.633;190.9711;489.468;100.9841
CAPIVARI;2025-02-27;132.549;77.2595;132.549;77.2595
DOCE;2025-02-27;449.575;32.9623;448.773;32.9035
GRANDE;2025-02-27;3474.846;39.0926;3474.846;39.0926
IGUACU;2025-02-27;3271.167;81.1436;3269.506;81.1024
ITABAPOANA;2025-02-27;30.003;37.7662;30.003;37.7662
ITAJAI;2025-02-27;159.616;69.0688;141.975;61.4352
JACUI;2025-02-27;326.943;60.231;256.462;47.2466
JEQUITINHONHA;2025-02-27;123.215;16.5632;108.915;14.6409
MUCURI;2025-02-27;5.259;9.915;1.214;2.2888
PARAGUACU;2025-02-27;7.89;5.6217;7.89;5.6217
PARAGUAI;2025-02-27;651.919;93.9327;612.595;88.2666
PARAIBA DO SUL;2025-02-27;745.073;44.2023;743.641;44.1173
PARANA;2025-02-27;13781.202;57.4511;13779.359;57.4434
PARANAIBA;2025-02-27;4683.957;50.4845;4615.789;49.7498
PARANAPANEMA;2025-02-27;1324.499;53.3637;1285.764;51.803
PARNAIBA;2025-02-27;194.108;72.6587;194.108;72.6587
SANTA MARIA VIT;2025-02-27;9.805;28.9993;9.805;28.9993
SAO FRANCISCO;2025-02-27;8410.972;59.1765;8410.972;59.1765
TIETE;2025-02-27;880.033;44.8328;823.685;41.9622
TOCANTINS;2025-02-27;17570.166;97.9282;9260.03;51.6112
URUGUAI;2025-02-27;1701.746;57.5102;1649.468;55.7435
AMAZONAS;2025-02-28;28626.935;119.2423;24478.937;101.9643
ARAGUARI;2025-02-28;897.498;185.1665;464.536;95.8403
CAPIVARI;2025-02-28;127.275;74.1854;127.275;74.1854
DOCE;2025-02-28;423.372;31.0412;422.57;30.9824
GRANDE;2025-02-28;3365.372;37.861;3365.372;37.861
IGUACU;2025-02-28;3090.757;76.6684;3090.757;76.6684
ITABAPOANA;2025-02-28;28.684;36.1059;28.684;36.1059
ITAJAI;2025-02-28;352.044;152.336;71.552;30.9619
JACUI;2025-02-28;422.128;77.7664;347.679;64.051
JEQUITINHONHA;2025-02-28;121.828;16.3768;116.108;15.6079
MUCURI;2025-02-28;5.533;10.4316;0.589;1.1105
PARAGUACU;2025-02-28;9.502;6.7703;9.502;6.7703
PARAGUAI;2025-02-28;617.541;88.9793;577.446;83.2021
PARAIBA DO SUL;2025-02-28;743.449;44.106;742.016;44.0209
PARANA;2025-02-28;13356.265;55.6796;13354.423;55.6719
PARANAIBA;2025-02-28;4624.563;49.8444;4589.227;49.4635
PARANAPANEMA;2025-02-28;1245.705;50.1891;1214.71;48.9403
PARNAIBA;2025-02-28;200.249;74.9574;200.249;74.9574
SANTA MARIA VIT;2025-02-28;9.826;29.0614;9.826;29.0614
SAO FRANCISCO;2025-02-28;7639.268;53.747;7639.268;53.747
TIETE;2025-02-28;819.095;41.7284;778.338;39.652
TOCANTINS;2025-02-28;17954.444;100.07;8901.956;49.6155
URUGUAI;2025-02-28;2065.942;69.8182;2005.878;67.7883
AMAZONAS;2025-03-01;28399.017;103.0243;23115.286;83.8563
ARAGUARI;2025-03-01;786.26;108.9642;471.143;65.2936
CAPIVARI;2025-03-01;120.539;79.0416;120.539;79.0416
DOCE;2025-03-01;405.121;33.6663;404.319;33.5997
GRANDE;2025-03-01;3269.014;41.216;3269.014;41.216
IGUACU;2025-03-01;3033.77;83.8653;3033.77;83.8653
ITABAPOANA;2025-03-01;29.056;38.1997;29.056;38.1997
ITAJAI;2025-03-01;301.89;164.5478;181.932;99.1637
JACUI;2025-03-01;403.564;88.5911;362.32;79.5371
JEQUITINHONHA;2025-03-01;123.421;19.6026;101.256;16.0822
MUCURI;2025-03-01;7.898;15.4128;4.302;8.3953
PARAGUACU;2025-03-01;10.488;7.4728;10.488;7.4728
PARAGUAI;2025-03-01;609.089;88.4641;562.079;81.6364
PARAIBA DO SUL;2025-03-01;726.948;44.5648;725.516;44.477
PARANA;2025-03-01;13035.498;57.4551;13033.656;57.4469
PARANAIBA;2025-03-01;4526.585;49.8158;4512.155;49.657
PARANAPANEMA;2025-03-01;1173.234;56.3047;1144.712;54.9359
PARNAIBA;2025-03-01;201.157;70.3173;172.399;60.2645
SANTA MARIA VIT;2025-03-01;10.228;30.2503;10.228;30.2503
SAO FRANCISCO;2025-03-01;6948.005;49.6015;6948.005;49.6015
TIETE;2025-03-01;778.973;45.6035;750.557;43.9399
TOCANTINS;2025-03-01;18232.993;91.5873;8851.122;44.4606
URUGUAI;2025-03-01;2334.608;97.4558;2247.518;93.8203
AMAZONAS;2025-03-02;28307.528;102.6924;23054.26;83.6349
ARAGUARI;2025-03-02;617.149;85.5279;451.929;62.6308
CAPIVARI;2025-03-02;114.693;75.2081;114.693;75.2081
DOCE;2025-03-02;395.424;32.8605;394.622;32.7938
GRANDE;2025-03-02;3191.044;40.2329;3191.044;40.2329
IGUACU;2025-03-02;2935.369;81.1451;2729.996;75.4678
ITABAPOANA;2025-03-02;28.566;37.5555;28.566;37.5555
ITAJAI;2025-03-02;213.368;116.2981;206.311;112.4517
JACUI;2025-03-02;324.04;71.1338;262.938;57.7206
JEQUITINHONHA;2025-03-02;127.051;20.1791;109.891;17.4536
MUCURI;2025-03-02;10.051;19.6144;6.455;12.5968
PARAGUACU;2025-03-02;11.152;7.9459;11.152;7.9459
PARAGUAI;2025-03-02;604.274;87.7648;564.322;81.9622
PARAIBA DO SUL;2025-03-02;663.764;40.6913;662.332;40.6036
PARANA;2025-03-02;12763.931;56.2581;12761.475;56.2473
PARANAIBA;2025-03-02;4411.28;48.5469;4403.266;48.4587
PARANAPANEMA;2025-03-02;1108.084;53.1781;1080.368;51.8479
PARNAIBA;2025-03-02;196.034;68.5265;130.571;45.643
SANTA MARIA VIT;2025-03-02;11.559;34.1869;11.559;34.1869
SAO FRANCISCO;2025-03-02;6263.122;44.7122;6263.122;44.7122
TIETE;2025-03-02;739.733;43.3062;711.317;41.6427
TOCANTINS;2025-03-02;18146.459;91.1526;8812.414;44.2662
URUGUAI;2025-03-02;2108.671;88.0243;2007.561;83.8036
AMAZONAS;2025-03-03;28349.409;102.8443;23309.415;84.5605
ARAGUARI;2025-03-03;494.992;68.5987;378.497;52.4542
CAPIVARI;2025-03-03;116.79;76.5832;116.79;76.5832
DOCE;2025-03-03;393.097;32.6671;392.295;32.6004
GRANDE;2025-03-03;3121.926;39.3615;3121.926;39.3615
IGUACU;2025-03-03;2795.872;77.2889;2794.211;77.243
ITABAPOANA;2025-03-03;28.346;37.2662;28.346;37.2662
ITAJAI;2025-03-03;155.752;84.894;155.752;84.894
JACUI;2025-03-03;270.237;59.3229;228.994;50.2692
JEQUITINHONHA;2025-03-03;129.4;20.5522;110.81;17.5996
MUCURI;2025-03-03;11.094;21.6498;7.498;14.6322
PARAGUACU;2025-03-03;11.512;8.2024;11.512;8.2024
PARAGUAI;2025-03-03;611.332;88.7899;576.54;83.7367
PARAIBA DO SUL;2025-03-03;636.428;39.0155;634.995;38.9277
PARANA;2025-03-03;12511.471;55.1454;12509.628;55.1372
PARANAIBA;2025-03-03;4272.102;47.0152;4264.088;46.927
PARANAPANEMA;2025-03-03;1041.864;50.0001;1018.136;48.8614
PARNAIBA;2025-03-03;188.803;65.9988;140.746;49.1998
SANTA MARIA VIT;2025-03-03;13.313;39.3745;13.313;39.3745
SAO FRANCISCO;2025-03-03;5802.281;41.4223;5802.281;41.4223
TIETE;2025-03-03;718.358;42.0549;689.942;40.3913
TOCANTINS;2025-03-03;18177.075;91.3064;8447.395;42.4326
URUGUAI;2025-03-03;1772.403;73.9871;1688.063;70.4664
AMAZONAS;2025-03-04;28531.949;103.5066;22918.096;83.1409
ARAGUARI;2025-03-04;462.05;64.0334;362.427;50.2271
CAPIVARI;2025-03-04;123.335;80.875;123.335;80.875
DOCE;2025-03-04;396.422;32.9434;395.62;32.8768
GRANDE;2025-03-04;3071.818;38.7297;3068.8;38.6917
IGUACU;2025-03-04;2644.94;73.1165;2644.94;73.1165
ITABAPOANA;2025-03-04;30.087;39.5551;30.087;39.5551
ITAJAI;2025-03-04;132.113;72.0094;132.113;72.0094
JACUI;2025-03-04;217.866;47.8263;185.972;40.8249
JEQUITINHONHA;2025-03-04;120.704;19.171;98.539;15.6506
MUCURI;2025-03-04;11.997;23.412;8.401;16.3944
PARAGUACU;2025-03-04;11.863;8.4525;11.863;8.4525
PARAGUAI;2025-03-04;609.424;88.5128;562.338;81.674
