nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
PARAIBA DO SUL;2025-03-04;637.153;39.06;635.72;38.9721
PARANA;2025-03-04;12228.744;53.8992;12226.902;53.8911
PARANAIBA;2025-03-04;4176.776;45.9661;4170.387;45.8958
PARANAPANEMA;2025-03-04;972.85;46.688;947.836;45.4876
PARNAIBA;2025-03-04;186.877;65.3255;137.685;48.1298
SANTA MARIA VIT;2025-03-04;15.025;44.4379;15.025;44.4379
SAO FRANCISCO;2025-03-04;5513.858;39.3632;5513.858;39.3632
TIETE;2025-03-04;697.316;40.823;668.9;39.1594
TOCANTINS;2025-03-04;18254.292;91.6943;8452.547;42.4585
URUGUAI;2025-03-04;1478.514;61.719;1397.974;58.357
AMAZONAS;2025-03-05;28813.833;104.5292;24154.391;87.6259
ARAGUARI;2025-03-05;495.734;68.7015;356.262;49.3727
CAPIVARI;2025-03-05;122.382;80.2501;122.382;80.2501
DOCE;2025-03-05;398.235;33.0941;397.433;33.0274
GRANDE;2025-03-05;3025.655;38.1477;3025.655;38.1477
IGUACU;2025-03-05;2450.102;67.7304;2441.795;67.5008
ITABAPOANA;2025-03-05;31.355;41.2221;31.355;41.2221
ITAJAI;2025-03-05;119.236;64.9906;119.236;64.9906
JACUI;2025-03-05;193.886;42.5622;156.393;34.3317
JEQUITINHONHA;2025-03-05;115.686;18.374;92.806;14.7401
MUCURI;2025-03-05;15.436;30.1231;13.638;26.6144
PARAGUACU;2025-03-05;12.214;8.7026;12.214;8.7026
PARAGUAI;2025-03-05;618.857;89.8828;586.371;85.1646
PARAIBA DO SUL;2025-03-05;597.29;36.6162;595.857;36.5284
PARANA;2025-03-05;11951.008;52.6751;11949.166;52.667
PARANAIBA;2025-03-05;4102.658;45.1504;4053.54;44.6099
PARANAPANEMA;2025-03-05;907.48;43.5509;876.502;42.0642
PARNAIBA;2025-03-05;184.001;64.3202;134.809;47.1244
SANTA MARIA VIT;2025-03-05;15.828;46.8129;15.828;46.8129
SAO FRANCISCO;2025-03-05;5286.408;37.7395;5286.408;37.7395
TIETE;2025-03-05;679.529;39.7817;651.113;38.1181
TOCANTINS;2025-03-05;17791.735;89.3708;7808.667;39.2242
URUGUAI;2025-03-05;1192.824;49.7932;1121.55;46.8179
AMAZONAS;2025-03-06;29131.057;105.68;24615.892;89.3001
ARAGUARI;2025-03-06;522.939;72.4718;370.184;51.3021
CAPIVARI;2025-03-06;120.92;79.2914;120.92;79.2914
DOCE;2025-03-06;406.113;33.7487;405.311;33.6821
GRANDE;2025-03-06;2978.77;37.5566;2978.77;37.5566
IGUACU;2025-03-06;2249.035;62.1721;2246.542;62.1032
ITABAPOANA;2025-03-06;31.372;41.2445;31.372;41.2445
ITAJAI;2025-03-06;109.515;59.6921;109.515;59.6921
JACUI;2025-03-06;152.669;33.5142;122.078;26.7988
JEQUITINHONHA;2025-03-06;113.566;18.0373;93.546;14.8576
MUCURI;2025-03-06;23.666;46.1839;23.666;46.1839
PARAGUACU;2025-03-06;12.574;8.9591;12.574;8.9591
PARAGUAI;2025-03-06;615.337;89.3716;574.113;83.3842
PARAIBA DO SUL;2025-03-06;583.469;35.7689;582.036;35.6811
PARANA;2025-03-06;11637.427;51.2929;11591.034;51.0885
PARANAIBA;2025-03-06;4029.022;44.3401;3970.589;43.697
PARANAPANEMA;2025-03-06;855.868;41.074;823.364;39.5141
PARNAIBA;2025-03-06;182.733;63.8769;134.676;47.0779
SANTA MARIA VIT;2025-03-06;14.961;44.2487;14.961;44.2487
SAO FRANCISCO;2025-03-06;5104.732;36.4425;5104.732;36.4425
TIETE;2025-03-06;662.328;38.7747;633.912;37.1111
TOCANTINS;2025-03-06;17348.885;87.1463;6852.569;34.4216
URUGUAI;2025-03-06;981.733;40.9814;931.941;38.9029
AMAZONAS;2025-03-07;29586.974;107.3339;24692.538;89.5782
ARAGUARI;2025-03-07;513.865;71.2142;352.854;48.9004
CAPIVARI;2025-03-07;121.683;79.7917;121.683;79.7917
DOCE;2025-03-07;396.327;32.9355;395.525;32.8689
GRANDE;2025-03-07;2937.968;37.0421;2937.968;37.0421
IGUACU;2025-03-07;2032.385;56.1831;2024.078;55.9535
ITABAPOANA;2025-03-07;28.803;37.867;28.803;37.867
ITAJAI;2025-03-07;102.547;55.8942;102.547;55.8942
JACUI;2025-03-07;126.297;27.7249;97.941;21.5002
JEQUITINHONHA;2025-03-07;112.713;17.9018;93.408;14.8357
MUCURI;2025-03-07;24.291;47.4035;24.291;47.4035
PARAGUACU;2025-03-07;13.248;9.4394;13.248;9.4394
PARAGUAI;2025-03-07;594.51;86.3467;554.509;80.5369
PARAIBA DO SUL;2025-03-07;587.552;36.0192;574.413;35.2138
PARANA;2025-03-07;11297.95;49.7967;11296.108;49.7885
PARANAIBA;2025-03-07;3974.473;43.7397;3954.881;43.5241
PARANAPANEMA;2025-03-07;821.063;39.4036;783.264;37.5896
PARNAIBA;2025-03-07;179.354;62.6958;131.676;46.0292
SANTA MARIA VIT;2025-03-07;12.531;37.0617;12.531;37.0617
SAO FRANCISCO;2025-03-07;4762.025;33.9959;4762.025;33.9959
TIETE;2025-03-07;651.233;38.1252;620.006;36.297
TOCANTINS;2025-03-07;17106.484;85.9286;6388.679;32.0914
URUGUAI;2025-03-07;829.078;34.609;770.727;32.1732
AMAZONAS;2025-03-08;29993.808;108.8098;23305.395;84.546
ARAGUARI;2025-03-08;515.293;71.4121;351.948;48.7749
CAPIVARI;2025-03-08;115.964;76.0416;115.964;76.0416
DOCE;2025-03-08;385.884;32.0677;385.082;32.001
GRANDE;2025-03-08;2895.637;36.5084;2895.637;36.5084
IGUACU;2025-03-08;1824.473;50.4356;1815.335;50.183
ITABAPOANA;2025-03-08;27.721;36.4445;27.721;36.4445
ITAJAI;2025-03-08;98.578;53.7308;98.578;53.7308
JACUI;2025-03-08;117.239;25.7365;87.376;19.1809
JEQUITINHONHA;2025-03-08;108.289;17.1992;97.564;15.4958
MUCURI;2025-03-08;25.945;50.6313;25.945;50.6313
PARAGUACU;2025-03-08;14.243;10.1483;14.243;10.1483
PARAGUAI;2025-03-08;613.046;89.0388;569.204;82.6712
PARAIBA DO SUL;2025-03-08;593.582;36.3889;562.601;34.4896
PARANA;2025-03-08;10953.173;48.277;10951.33;48.2689
PARANAIBA;2025-03-08;3906.84;42.9954;3900.104;42.9213
PARANAPANEMA;2025-03-08;800.505;38.417;773.514;37.1217
PARNAIBA;2025-03-08;178.707;62.4696;131.029;45.8031
SANTA MARIA VIT;2025-03-08;10.693;31.6256;10.693;31.6256
SAO FRANCISCO;2025-03-08;4324.237;30.8706;4324.237;30.8706
TIETE;2025-03-08;631.505;36.9702;603.8;35.3483
TOCANTINS;2025-03-08;16738.577;84.0806;6163.141;30.9585
URUGUAI;2025-03-08;755.209;31.5254;692.163;28.8936
AMAZONAS;2025-03-09;30292.813;109.8945;23017.847;83.5028
ARAGUARI;2025-03-09;531.855;73.7074;357.919;49.6024
CAPIVARI;2025-03-09;117.934;77.3334;117.934;77.3334
DOCE;2025-03-09;374.567;31.1272;373.765;31.0606
GRANDE;2025-03-09;2854.985;35.9959;2838.467;35.7876
IGUACU;2025-03-09;1685.955;46.6064;1628.816;45.0269
ITABAPOANA;2025-03-09;26.943;35.4217;26.943;35.4217
ITAJAI;2025-03-09;99.531;54.2503;99.531;54.2503
JACUI;2025-03-09;139.818;30.6931;103.831;22.7932
JEQUITINHONHA;2025-03-09;107.066;17.005;85.616;13.5981
MUCURI;2025-03-09;25.239;49.2536;25.239;49.2536
PARAGUACU;2025-03-09;15.552;11.081;15.552;11.081
PARAGUAI;2025-03-09;623.022;90.4878;587.634;85.348
PARAIBA DO SUL;2025-03-09;572.555;35.0999;551.609;33.8158
PARANA;2025-03-09;10642.273;46.9067;10640.43;46.8986
PARANAIBA;2025-03-09;3863.401;42.5174;3858.29;42.4611
PARANAPANEMA;2025-03-09;781.249;37.4929;753.421;36.1574
PARNAIBA;2025-03-09;180.852;63.2194;133.174;46.5529
SANTA MARIA VIT;2025-03-09;9.383;27.7512;9.383;27.7512
SAO FRANCISCO;2025-03-09;3942.58;28.1459;3942.58;28.1459
TIETE;2025-03-09;608.69;35.6346;580.984;34.0126
TOCANTINS;2025-03-09;16244.16;81.597;5965.011;29.9632
URUGUAI;2025-03-09;733.047;30.6003;531.144;22.1721
AMAZONAS;2025-03-10;30337.797;110.0577;24111.371;87.4698
ARAGUARI;2025-03-10;560.908;77.7337;308.063;42.6931
CAPIVARI;2025-03-10;123.907;81.2501;123.907;81.2501
DOCE;2025-03-10;361.417;30.0344;360.615;29.9678
GRANDE;2025-03-10;2831.157;35.6955;2813.813;35.4768
IGUACU;2025-03-10;1655.932;45.7765;1648.221;45.5633
ITABAPOANA;2025-03-10;27.214;35.778;27.214;35.778
ITAJAI;2025-03-10;126.856;69.144;126.856;69.144
JACUI;2025-03-10;160.716;35.2807;125.832;27.6229
JEQUITINHONHA;2025-03-10;100.702;15.9942;82.112;13.0416
MUCURI;2025-03-10;21.918;42.7727;20.12;39.2639
PARAGUACU;2025-03-10;17.174;12.2367;17.174;12.2367
PARAGUAI;2025-03-10;640.704;93.0559;578.389;84.0053
PARAIBA DO SUL;2025-03-10;598.887;36.7141;597.454;36.6263
PARANA;2025-03-10;10315.229;45.4652;10313.386;45.4571
PARANAIBA;2025-03-10;3821.793;42.0595;3817.376;42.0109
PARANAPANEMA;2025-03-10;757.971;36.3758;730.667;35.0654
PARNAIBA;2025-03-10;177.723;62.1256;130.045;45.4591
SANTA MARIA VIT;2025-03-10;9.066;26.8136;9.066;26.8136
SAO FRANCISCO;2025-03-10;3651.132;26.0653;3651.132;26.0653
TIETE;2025-03-10;598.389;35.0315;564.131;33.0259
TOCANTINS;2025-03-10;15833.735;79.5354;6793.914;34.1269
URUGUAI;2025-03-10;741.698;30.9614;667.149;27.8494
AMAZONAS;2025-03-11;30466.284;110.5238;24034.729;87.1918
ARAGUARI;2025-03-11;678.065;93.97;438.224;60.7315
CAPIVARI;2025-03-11;145.193;95.208;145.193;95.208
DOCE;2025-03-11;353.686;29.392;352.884;29.3253
GRANDE;2025-03-11;2837.897;35.7804;2820.553;35.5618
IGUACU;2025-03-11;1754.948;48.5136;1744.979;48.2381
ITABAPOANA;2025-03-11;33.806;44.4444;33.806;44.4444
ITAJAI;2025-03-11;108.192;58.971;108.192;58.971
JACUI;2025-03-11;142.297;31.2373;91.195;20.0193
JEQUITINHONHA;2025-03-11;96.438;15.3169;75.703;12.0237
MUCURI;2025-03-11;16.254;31.7195;10.86;21.1931
PARAGUACU;2025-03-11;19.431;13.8448;19.431;13.8448
PARAGUAI;2025-03-11;610.047;88.6033;575.569;83.5957
PARAIBA DO SUL;2025-03-11;653.94;40.0891;648.925;39.7816
PARANA;2025-03-11;10038.952;44.2475;10037.11;44.2394
PARANAIBA;2025-03-11;3816.199;41.9979;3809.81;41.9276
PARANAPANEMA;2025-03-11;762.331;36.585;740.831;35.5532
PARNAIBA;2025-03-11;178.124;62.2658;130.446;45.5993
SANTA MARIA VIT;2025-03-11;8.051;23.8116;8.051;23.8116
SAO FRANCISCO;2025-03-11;3450.742;24.6347;3450.742;24.6347
TIETE;2025-03-11;770.114;45.0848;739.895;43.3157
TOCANTINS;2025-03-11;15338.659;77.0486;7199.083;36.1622
URUGUAI;2025-03-11;781.63;32.6283;711.586;29.7044
AMAZONAS;2025-03-12;30646.78;111.1786;24178.315;87.7127
ARAGUARI;2025-03-12;770.19;106.7372;473.152;65.572
CAPIVARI;2025-03-12;162.858;106.7916;162.858;106.7916
DOCE;2025-03-12;358.049;29.7545;357.247;29.6879
GRANDE;2025-03-12;2876.86;36.2717;2865.297;36.1259
IGUACU;2025-03-12;1887.224;52.1703;1887.224;52.1703
ITABAPOANA;2025-03-12;38.235;50.2672;36.544;48.0441
ITAJAI;2025-03-12;104.505;56.9614;104.505;56.9614
JACUI;2025-03-12;131.239;28.8098;84.206;18.485
JEQUITINHONHA;2025-03-12;93.02;14.7741;74.43;11.8215
MUCURI;2025-03-12;13.988;27.2974;13.988;27.2974
PARAGUACU;2025-03-12;21.697;15.4594;21.697;15.4594
PARAGUAI;2025-03-12;610.472;88.665;568.764;82.6073
PARAIBA DO SUL;2025-03-12;731.285;44.8306;728.559;44.6635
PARANA;2025-03-12;9845.41;43.3945;9843.567;43.3863
PARANAIBA;2025-03-12;3851.455;42.3859;3851.455;42.3859
PARANAPANEMA;2025-03-12;800.573;38.4203;771.34;37.0174
PARNAIBA;2025-03-12;178.34;62.3413;130.662;45.6748
SANTA MARIA VIT;2025-03-12;7.988;23.6253;7.988;23.6253
SAO FRANCISCO;2025-03-12;3316.225;23.6744;3316.225;23.6744
TIETE;2025-03-12;629.295;36.8408;596.077;34.8962
TOCANTINS;2025-03-12;14897.832;74.8342;6758.256;33.9478
URUGUAI;2025-03-12;938.783;39.1885;862.846;36.0186
AMAZONAS;2025-03-13;30857.165;111.9418;23978.841;86.9891
ARAGUARI;2025-03-13;807.213;111.868;498.392;69.0699
CAPIVARI;2025-03-13;202.381;132.7082;202.381;132.7082
DOCE;2025-03-13;360.945;29.9952;360.143;29.9286
GRANDE;2025-03-13;2973.022;37.4841;2973.022;37.4841
IGUACU;2025-03-13;1916.32;52.9746;1915.49;52.9517
ITABAPOANA;2025-03-13;32.944;43.3112;32.944;43.3112
ITAJAI;2025-03-13;101.259;55.1921;101.259;55.1921
JACUI;2025-03-13;87.589;14.8112;69.733;11.7918
JEQUITINHONHA;2025-03-13;86.104;13.6756;68.944;10.9502
MUCURI;2025-03-13;13.584;26.509;13.584;26.509
PARAGUACU;2025-03-13;23.319;16.6151;23.319;16.6151
PARAGUAI;2025-03-13;678.22;98.5047;581.693;84.4851
PARAIBA DO SUL;2025-03-13;753.86;46.2146;749.448;45.9441
PARANA;2025-03-13;9714.72;42.8184;9712.877;42.8103
PARANAIBA;2025-03-13;3864.377;42.5281;3853.583;42.4093
PARANAPANEMA;2025-03-13;868.994;41.7039;848.019;40.6973
PARNAIBA;2025-03-13;175.808;61.4562;128.13;44.7897
SANTA MARIA VIT;2025-03-13;7.629;22.5635;7.629;22.5635
SAO FRANCISCO;2025-03-13;3205.962;22.8872;3205.962;22.8872
TIETE;2025-03-13;679.332;39.7702;649.495;38.0234
TOCANTINS;2025-03-13;14465.056;72.6603;6325.48;31.7739
URUGUAI;2025-03-13;972.189;40.583;898.113;37.4908
AMAZONAS;2025-03-14;31063.049;112.6887;23807.412;86.3671
ARAGUARI;2025-03-14;836.083;115.869;520.548;72.1404
CAPIVARI;2025-03-14;203.589;133.5003;203.589;133.5003
DOCE;2025-03-14;358.059;29.7554;357.257;29.6887
GRANDE;2025-03-14;3088.064;38.9346;3088.064;38.9346
IGUACU;2025-03-14;1865.206;51.5616;1830.529;50.603
ITABAPOANA;2025-03-14;28.279;37.1781;28.279;37.1781
ITAJAI;2025-03-14;102.141;55.6729;102.141;55.6729
JACUI;2025-03-14;82.316;13.9195;63.57;10.7496
JEQUITINHONHA;2025-03-14;82.296;13.0708;63.706;10.1182
MUCURI;2025-03-14;12.775;24.9302;12.775;24.9302
PARAGUACU;2025-03-14;23.689;16.8787;23.689;16.8787
PARAGUAI;2025-03-14;679.147;98.6394;604.132;87.7442
PARAIBA DO SUL;2025-03-14;762.936;46.771;757.878;46.4609
PARANA;2025-03-14;9641.799;42.497;9639.956;42.4889
PARANAIBA;2025-03-14;3900.31;42.9236;3828.323;42.1313
PARANAPANEMA;2025-03-14;951.796;45.6776;934.617;44.8532
PARNAIBA;2025-03-14;171.684;60.0146;124.005;43.3477
SANTA MARIA VIT;2025-03-14;7.544;22.3121;7.544;22.3121
SAO FRANCISCO;2025-03-14;3154.994;22.5234;3154.994;22.5234
TIETE;2025-03-14;664.906;38.9256;632.761;37.0438
TOCANTINS;2025-03-14;14253.944;71.5999;6829.397;34.3052
URUGUAI;2025-03-14;944.219;39.4154;863.654;36.0523
AMAZONAS;2025-03-15;31068.569;112.7088;23423.712;84.9752
ARAGUARI;2025-03-15;813.204;112.6983;532.444;73.789
CAPIVARI;2025-03-15;161.015;105.5831;161.015;105.5831
DOCE;2025-03-15;351.598;29.2185;350.796;29.1518
GRANDE;2025-03-15;3162.623;39.8746;3162.623;39.8746
IGUACU;2025-03-15;1810.77;50.0568;1810.77;50.0568
ITABAPOANA;2025-03-15;27.231;35.8004;27.231;35.8004
ITAJAI;2025-03-15;99.301;54.1249;99.301;54.1249
JACUI;2025-03-15;88.416;14.951;64.798;10.9573
JEQUITINHONHA;2025-03-15;73.546;11.6811;54.956;8.7285
MUCURI;2025-03-15;11.988;23.3944;11.988;23.3944
PARAGUACU;2025-03-15;22.788;16.2367;22.788;16.2367
PARAGUAI;2025-03-15;605.132;87.8894;520.818;75.6436
PARAIBA DO SUL;2025-03-15;830.671;50.9234;828.522;50.7916
PARANA;2025-03-15;9574.091;42.1986;9572.248;42.1905
PARANAIBA;2025-03-15;4011.15;44.1434;3949.835;43.4686
PARANAPANEMA;2025-03-15;1007.107;48.3321;991.684;47.5919
PARNAIBA;2025-03-15;165.024;57.6865;117.346;41.02
SANTA MARIA VIT;2025-03-15;7.312;21.626;7.312;21.626
SAO FRANCISCO;2025-03-15;3160.908;22.5656;3160.908;22.5656
TIETE;2025-03-15;692.937;40.5666;666.119;38.9966
TOCANTINS;2025-03-15;14235.608;71.5078;7871.79;39.5413
URUGUAI;2025-03-15;848.895;35.4362;747.334;31.1967
AMAZONAS;2025-03-16;30961.812;112.3215;22965.981;83.3147
ARAGUARI;2025-03-16;753.571;104.434;520.58;72.1448
CAPIVARI;2025-03-16;132.803;87.0835;132.803;87.0835
DOCE;2025-03-16;344.371;28.6179;343.569;28.5512
GRANDE;2025-03-16;3215.776;40.5448;3215.776;40.5448
IGUACU;2025-03-16;1843.971;50.9746;1683.926;46.5503
ITABAPOANA;2025-03-16;29.614;38.9333;29.614;38.9333
ITAJAI;2025-03-16;87.676;47.7886;87.676;47.7886
JACUI;2025-03-16;80.555;13.6218;59.773;10.1075
JEQUITINHONHA;2025-03-16;70.878;11.2573;52.288;8.3047
MUCURI;2025-03-16;11.341;22.1318;11.341;22.1318
PARAGUACU;2025-03-16;21.261;15.1487;21.261;15.1487
PARAGUAI;2025-03-16;583.984;84.8179;500.438;72.6837
PARAIBA DO SUL;2025-03-16;932.162;57.1452;928.58;56.9256
PARANA;2025-03-16;9597.039;42.2998;9595.197;42.2916
PARANAIBA;2025-03-16;4125.572;45.4026;4113.724;45.2722
PARANAPANEMA;2025-03-16;1031.205;49.4886;1015.017;48.7117
PARNAIBA;2025-03-16;154.883;54.1416;107.205;37.475
SANTA MARIA VIT;2025-03-16;9.129;26.9999;9.129;26.9999
SAO FRANCISCO;2025-03-16;3103.394;22.155;3103.394;22.155
TIETE;2025-03-16;706.79;41.3776;679.972;39.8076
TOCANTINS;2025-03-16;14268.831;71.6746;8221.033;41.2956
URUGUAI;2025-03-16;765.715;31.964;607.901;25.3762
AMAZONAS;2025-03-17;30939.09;112.239;23869.459;86.5922
ARAGUARI;2025-03-17;711.058;98.5423;485.427;67.2731
CAPIVARI;2025-03-17;125.241;82.1248;125.241;82.1248
DOCE;2025-03-17;349.544;29.0478;348.742;28.9811
GRANDE;2025-03-17;3355.829;42.3106;3355.829;42.3106
IGUACU;2025-03-17;1911.761;52.8486;1911.761;52.8486
ITABAPOANA;2025-03-17;49.83;65.5111;49.83;65.5111
ITAJAI;2025-03-17;80.69;43.9808;80.69;43.9808
JACUI;2025-03-17;77.394;13.0872;58.902;9.9603
JEQUITINHONHA;2025-03-17;70.736;11.2348;57.866;9.1907
MUCURI;2025-03-17;10.55;20.5882;10.55;20.5882
PARAGUACU;2025-03-17;19.734;14.0607;19.734;14.0607
PARAGUAI;2025-03-17;566.851;82.3295;513.029;74.5124
PARAIBA DO SUL;2025-03-17;1057.896;64.8532;1040.543;63.7894
PARANA;2025-03-17;9683.91;42.6826;9682.068;42.6745
PARANAIBA;2025-03-17;4191.672;46.13;4181.568;46.0189
PARANAPANEMA;2025-03-17;1035.988;49.7181;1018.057;48.8576
PARNAIBA;2025-03-17;150.929;52.7594;103.25;36.0925
SANTA MARIA VIT;2025-03-17;12.658;37.4373;12.658;37.4373
SAO FRANCISCO;2025-03-17;2994.928;21.3807;2994.928;21.3807
TIETE;2025-03-17;718.936;42.0887;691.468;40.4806
TOCANTINS;2025-03-17;14118.865;70.9213;9060.862;45.5142
URUGUAI;2025-03-17;716.165;29.8956;628.681;26.2436
AMAZONAS;2025-03-18;30959.263;112.3122;23593.799;85.5922
ARAGUARI;2025-03-18;675.04;93.5508;469.512;65.0676
CAPIVARI;2025-03-18;118.506;77.7084;118.506;77.7084
DOCE;2025-03-18;362.374;30.114;361.572;30.0473
GRANDE;2025-03-18;3591.54;45.2824;3562.354;44.9144
IGUACU;2025-03-18;1955.379;54.0543;1954.796;54.0382
ITABAPOANA;2025-03-18;61.442;80.7772;59.752;78.5554
ITAJAI;2025-03-18;77.585;42.2884;77.585;42.2884
JACUI;2025-03-18;66.128;11.1822;48.495;8.2004
JEQUITINHONHA;2025-03-18;79.442;12.6175;63.712;10.1192
MUCURI;2025-03-18;10.217;19.9383;10.217;19.9383
PARAGUACU;2025-03-18;18.207;12.9727;18.207;12.9727
PARAGUAI;2025-03-18;548.423;79.653;517.475;75.1581
PARAIBA DO SUL;2025-03-18;1146.324;70.2742;1053.456;64.581
PARANA;2025-03-18;9845.729;43.3959;9843.887;43.3878
PARANAIBA;2025-03-18;4293.282;47.2483;4288.754;47.1985
PARANAPANEMA;2025-03-18;1032.035;49.5284;1009.283;48.4365
PARNAIBA;2025-03-18;157.687;55.1217;110.008;38.4549
SANTA MARIA VIT;2025-03-18;29.775;88.0625;29.775;88.0625
SAO FRANCISCO;2025-03-18;2896.936;20.6811;2896.936;20.6811
TIETE;2025-03-18;783.581;45.8732;753.675;44.1224
TOCANTINS;2025-03-18;14203.8;71.348;8762.01;44.013
URUGUAI;2025-03-18;698.068;29.1401;627.573;26.1974
AMAZONAS;2025-03-19;31124.798;112.9127;23737.797;86.1146
ARAGUARI;2025-03-19;637.741;88.3817;427.008;59.1771
CAPIVARI;2025-03-19;109.546;71.8331;109.546;71.8331
DOCE;2025-03-19;384.899;31.9858;383.161;31.8414
GRANDE;2025-03-19;3834.899;48.3507;3822.278;48.1916
IGUACU;2025-03-19;2073.871;57.3299;2073.871;57.3299
ITABAPOANA;2025-03-19;53.447;70.2663;53.447;70.2663
ITAJAI;2025-03-19;88.717;48.356;88.717;48.356
JACUI;2025-03-19;70.377;11.9007;51.846;8.7671
JEQUITINHONHA;2025-03-19;86.943;13.8089;79.793;12.6733
MUCURI;2025-03-19;9.718;18.9645;9.718;18.9645
PARAGUACU;2025-03-19;16.368;11.6624;16.368;11.6624
PARAGUAI;2025-03-19;546.282;79.342;514.566;74.7356
PARAIBA DO SUL;2025-03-19;1211.538;74.272;1104.62;67.7175
PARANA;2025-03-19;10085.803;44.454;10084.268;44.4473
PARANAIBA;2025-03-19;4381.78;48.2222;4376.67;48.166
PARANAPANEMA;2025-03-19;1005.192;48.2402;980.419;47.0513
PARNAIBA;2025-03-19;168.116;58.7674;120.437;42.1005
SANTA MARIA VIT;2025-03-19;32.776;96.9383;32.776;96.9383
SAO FRANCISCO;2025-03-19;2827.59;20.1861;2827.59;20.1861
TIETE;2025-03-19;831.34;48.6692;798.578;46.7512
TOCANTINS;2025-03-19;14569.397;73.1844;8566.298;43.0299
URUGUAI;2025-03-19;730.487;30.4934;652.929;27.2558
AMAZONAS;2025-03-20;31107.87;112.8513;23318.379;84.5931
ARAGUARI;2025-03-20;575.549;79.7627;418.307;57.9713
CAPIVARI;2025-03-20;107.005;70.1668;107.005;70.1668
DOCE;2025-03-20;510.07;42.3878;467.13;38.8194
GRANDE;2025-03-20;4009.243;50.5489;4009.243;50.5489
IGUACU;2025-03-20;2110.44;58.3408;2110.44;58.3408
ITABAPOANA;2025-03-20;55.78;73.3335;55.78;73.3335
ITAJAI;2025-03-20;83.195;45.3462;83.195;45.3462
JACUI;2025-03-20;71.193;12.0386;52.415;8.8633
JEQUITINHONHA;2025-03-20;104.419;16.5845;88.689;14.0862
MUCURI;2025-03-20;8.999;17.5614;8.999;17.5614
PARAGUACU;2025-03-20;14.518;10.3443;14.518;10.3443
PARAGUAI;2025-03-20;554.516;80.5379;523.568;76.0431
PARAIBA DO SUL;2025-03-20;1328.187;81.4231;1194.56;73.2312
PARANA;2025-03-20;10317.457;45.4751;10315.615;45.4669
PARANAIBA;2025-03-20;4436.79;48.8276;4429.124;48.7432
PARANAPANEMA;2025-03-20;983.765;47.2119;962.339;46.1836
PARNAIBA;2025-03-20;174.367;60.9525;126.688;44.2856
SANTA MARIA VIT;2025-03-20;48.033;142.0624;48.033;142.0624
SAO FRANCISCO;2025-03-20;2789.128;19.9115;2789.128;19.9115
TIETE;2025-03-20;759.456;44.4609;716.516;41.947
TOCANTINS;2025-03-20;14488.569;72.7784;8492.433;42.6589
URUGUAI;2025-03-20;750.942;31.3473;661.531;27.6149
AMAZONAS;2025-03-21;31015.322;112.5156;22971.991;83.3365
ARAGUARI;2025-03-21;505.055;69.9933;357.865;49.5949
CAPIVARI;2025-03-21;98.172;64.3747;98.172;64.3747
DOCE;2025-03-21;543.618;45.1757;541.88;45.0312
GRANDE;2025-03-21;4138.742;52.1816;4138.742;52.1816
IGUACU;2025-03-21;2013.678;55.666;2013.678;55.666
ITABAPOANA;2025-03-21;56.084;73.7331;56.084;73.7331
ITAJAI;2025-03-21;74.763;40.7502;74.763;40.7502
JACUI;2025-03-21;75.451;12.7587;55.488;9.383
JEQUITINHONHA;2025-03-21;124.813;19.8237;109.083;17.3253
MUCURI;2025-03-21;8.523;16.6325;8.523;16.6325
PARAGUACU;2025-03-21;12.679;9.0339;12.679;9.0339
PARAGUAI;2025-03-21;558.144;81.0649;527.195;76.5698
PARAIBA DO SUL;2025-03-21;1275.708;78.2059;1132.373;69.4189
PARANA;2025-03-21;10469.477;46.1451;10467.634;46.137
PARANAIBA;2025-03-21;4537.111;49.9317;4476.665;49.2664
PARANAPANEMA;2025-03-21;938.569;45.0429;918.081;44.0596
PARNAIBA;2025-03-21;181.606;63.483;170.254;59.5147
SANTA MARIA VIT;2025-03-21;36.622;108.3132;28.169;83.3126
SAO FRANCISCO;2025-03-21;2758.947;19.696;2758.947;19.696
TIETE;2025-03-21;780.073;45.6679;738.237;43.2186
TOCANTINS;2025-03-21;14594.11;73.3086;7522.59;37.7872
URUGUAI;2025-03-21;761.328;31.7808;699.107;29.1835
AMAZONAS;2025-03-22;30896.511;112.0846;22252.685;80.727
ARAGUARI;2025-03-22;456.849;63.3126;333.306;46.1914
CAPIVARI;2025-03-22;88.514;58.0417;88.514;58.0417
DOCE;2025-03-22;577.215;47.9676;575.611;47.8343
GRANDE;2025-03-22;4221.699;53.2275;4212.243;53.1083
IGUACU;2025-03-22;1835.199;50.7321;1835.199;50.7321
ITABAPOANA;2025-03-22;52.044;68.4218;52.044;68.4218
ITAJAI;2025-03-22;71.076;38.7406;71.076;38.7406
JACUI;2025-03-22;71.95;12.1667;51.8;8.7593
JEQUITINHONHA;2025-03-22;290.605;46.1559;275.59;43.7711
MUCURI;2025-03-22;8.95;17.4658;8.95;17.4658
PARAGUACU;2025-03-22;11.474;8.1754;11.474;8.1754
PARAGUAI;2025-03-22;534.986;77.7014;503.27;73.095
PARAIBA DO SUL;2025-03-22;1109.77;68.0333;1038.526;63.6657
PARANA;2025-03-22;10620.098;46.809;10618.256;46.8009
PARANAIBA;2025-03-22;4652.772;51.2045;4588.551;50.4978
